ID	DOCULECT	CONCEPT	FORM	IDlist	NOTES
905	coat11	sandal, sandals	ndihshen	38	NA
906	coat11	village, town	ñuú	41	NA
907	coat11	house	vihi	42	NA
908	coat11	road, trail	itsi	43	NA
909	coat11	palm mat	shuvi	45	NA
910	coat11	animal	kɨtɨ	48	NA
911	coat11	bird	láā	49	NA
912	coat11	fish	tsāká	50	NA
913	coat11	snake	kóō	51	NA
914	coat11	scorpion	tduhmé	54	NA
915	coat11	grasshopper, cricket	skundi	56	NA
916	coat11	bee	kɨtume	57	NA
917	coat11	mouse, rat	shtɨ̄ñɨ̄	58	NA
918	coat11	deer	rkuhú	59	a compound of idú ‘horse’ and kuhu ‘wild’
919	coat11	raccoon	tɨ́-māhá	63	NA
920	coat11	rabbit	tsīdó	64	NA
921	coat11	dog	tīná	66	NA
922	coat11	cat	mishtun	67	from Old Sp. mistón
923	coat11	pig	kutsin	70	from Sp. cochino
924	coat11	horse	idú	71	NA
925	coat11	ant	tsóko	73	NA
926	coat11	tail	dúhmē	77	NA
927	coat11	tree	utun	78	NA
928	coat11	herb	chóhō	79	NA
929	coat11	grass	ite	80	NA
930	coat11	thorn	íñū	84	NA
931	coat11	corn	nuni	85	NA
932	coat11	cornfield	itú	86	NA
933	coat11	dough, paste	uhshen	89	NA
934	coat11	tortilla	ita	90	NA
935	coat11	bean	ndutsi	94	NA
936	coat11	chili pepper	shaha	96	NA
937	coat11	salt	ñɨɨ	97	NA
938	coat11	lard	dēhén	102	NA
939	coat11	egg	ndɨvi	103	NA
940	coat11	avocado	tɨ̄tsín	106	NA
941	coat11	banana	ndika	107	NA
942	coat11	mamey	ndika kwēhé	109	compound: ‘banana red’
943	coat11	meat	kúñū	112	NA
944	coat11	fire	ñúhū	116	NA
945	coat11	charcoal	túūn	118	NA
946	coat11	smoke	uhme	119	NA
947	coat11	box	etun	124	NA
948	coat11	thread	shuhve	125	NA
949	coat11	soap	nama	130	NA
950	coat11	moon	shóō	132	NA
951	coat11	water	ndute	135	NA
952	coat11	rain (precipitation)	dávī	136	NA
953	coat11	mountain	shuku	139	NA
954	coat11	stone, rock	shúū	141	NA
955	coat11	metal, machete, bell	kāá	143	NA
956	coat11	paper	tutú	144	NA
957	coat11	lime (material)	kaka	145	NA
958	coat11	beeswax, wax	shúmē	146	NA
959	coat11	mud	ndōhshó	147	NA
960	coat11	red	kwēhé	150	NA
961	coat11	black	tūún	153	NA
962	coat11	white	kwīshín	154	NA
963	coat11	one	uun	155	NA
964	coat11	one	ɨɨn	155	following ‘ten’
965	coat11	two	úvī	156	NA
966	coat11	three	únī	157	NA
967	coat11	four	kɨ́mī	158	NA
968	coat11	five	úhūn	159	NA
969	coat11	six	íñū	160	NA
970	coat11	seven	úhshē	161	NA
971	coat11	eight	únā	162	NA
972	coat11	nine	ɨ̄ɨ̄n	163	NA
973	coat11	ten	úhshī	164	NA
974	coat11	fifteen	shéhūn	165	NA
975	coat11	twenty	ókō	166	NA
976	coat11	poor	ndāhví	167	NA
978	coat11	cold	vishín	169	NA
979	coat11	hot	ihni	170	NA
980	coat11	big.SG	kahnu	171	NA
981	coat11	big.PL	nahnu	172	NA
982	coat11	small.SG	lúhndī	173	NA
983	coat11	small.PL	kwetsī	174	NA
984	coat11	long.SG	kani	175	NA
985	coat11	long.PL	nani	176	NA
986	coat11	good	vāhá	177	NA
987	coat11	lazy, bothersome	duhshēn	184	NA
988	coat11	ugly	kini	185	NA
989	coat11	near	etsin	187	NA
990	coat11	far	ikā	188	NA
991	coat11	heavy	vií	189	NA
992	coat11	smooth	ndɨɨ́	191	only as part of ndu-ndɨɨ́ ‘to become smooth, get ironed’
993	coat11	yesterday	iku	193	NA
994	coat11	year	kwíā	194	NA
995	coat11	now, today	ve	195	NA
996	coat11	night time	nīñū	197	NA
997	coat11	day	ndúvi	198	NA
998	coat11	day time	ndúvi	199	NA
999	coat11	half, middle	dava	200	NA
1000	coat11	money	dyuhun	201	NA
1001	coat11	work	tsiñu	202	NA
1002	coat11	word	túhūn	203	NA
1003	coat11	fault, blame, sin	kwétsi	204	NA
1004	coat11	when	amá	206	NA
1287	conc11	mother	chākū	1	NA
1288	conc11	mother!, mom!	nána	2	NA
1289	conc11	father	chīdā	3	NA
1290	conc11	father!, dad!	táta	4	NA
1291	conc11	son/daughter, child	dāyā	5	NA
1292	conc11	brother of man	dhīn	9	only as dhīn-u ‘brother-my’
1293	conc11	aunt	dūdé	11	NA
1294	conc11	man	sāhan	11	not sure about the tone, since the word never appears in isolation; with emphasis it seems to be sáhan
1295	conc11	woman	tāhan	12	NA
1296	conc11	woman	nthātā	12	I don’t know if there’s a difference between the two terms
1297	conc11	bone	īní	16	NA
1298	conc11	hair, head	tīin	17	NA
1299	conc11	face	nā	18	NA
1300	conc11	tooth	dīyhūn	20	NA
1301	conc11	hand	tāhá	25	NA
1302	conc11	stomach	chētē	28	NA
1303	conc11	foot	kāhā	30	NA
1304	conc11	medicine	xiku	32	NA
1305	conc11	cloth, clothes	tīnó	37	NA
1306	conc11	town	vakyan	41	NA
1307	conc11	house	váha	42	NA
1308	conc11	road	yúní	43	NA
1309	conc11	animal	ītī	48	NA
1310	conc11	snake	kú	51	NA
1311	conc11	deer	yhūdú chēenu	59	horse mountain; although I suspect the first part meant deer earlier
1312	conc11	skunk	hīímha	61	NA
1313	conc11	(o)possum	īyāáta	62	NA
1314	conc11	rabbit	kōnẽxó	64	loan
1315	conc11	chicken	tūhū	69	NA
1316	conc11	pig	kūchí	70	NA
1317	conc11	horse	yhūdú	71	not sure about tones
1318	conc11	tree	yāhān	78	NA
1319	conc11	flower	nāanta	81	NA
1320	conc11	corn	nínú	85	NA
1321	conc11	tortilla	yūuntu	90	NA
1322	conc11	salt	xīima	97	NA
1323	conc11	egg	dūtúhú	103	NA
1324	conc11	meat	yūta	112	NA
1325	conc11	smoke	yhāmhī	119	NA
1326	conc11	plate	kūhū	121	NA
1327	conc11	rope	hīiyu	127	NA
1328	conc11	hole	xīvā	128	NA
1329	conc11	moon	īyu	132	NA
1330	conc11	water	nūnī	135	NA
1331	conc11	river	xīkū	137	NA
1332	conc11	mountain	chēeno	139	NA
1333	conc11	mud	yinchetée	147	NA
1334	conc11	red	kwáha	150	NA
1335	conc11	one	āmā	155	NA
1336	conc11	two	uvi	156	NA
1337	conc11	three	inu	157	NA
1338	conc11	four	kun	158	NA
1339	conc11	five	xūhūn	159	NA
1340	conc11	six	xan	160	NA
1341	conc11	seven	ntacha	161	NA
1342	conc11	eight	nīnī	162	NA
1343	conc11	nine	nū	163	NA
1344	conc11	ten	ntīchī	164	NA
1345	conc11	fifteen	ntīthíyūn	165	NA
1346	conc11	twenty	ntīkū	166	NA
1347	conc11	big.SG	chhātā	171	NA
1348	conc11	big.PL	hātā	172	NA
1349	conc11	small.SG	lhín	173	NA
1350	conc11	small.PL	hāyáa	174	NA
1351	conc11	long.SG	chhenu	175	NA
1352	conc11	long.PL	henu	176	NA
1353	conc11	good	nthāī	177	NA
1354	conc11	lazy	dāanthi	184	NA
1355	conc11	near	nīnū	187	NA
1356	conc11	far	yāhān	188	NA
1357	conc11	yesterday	ikū	193	NA
1358	conc11	year	ntūyu	194	NA
1359	conc11	now	mā	195	NA
1360	conc11	day	xūvī	198	NA
1361	conc11	when	tikwáhān	206	NA
1489	copa11	mother	nii3	1	NA
1490	copa11	mother!, mom!	'na3nii3	2	NA
1491	copa11	father	rex3	3	NA
1492	copa11	father!, dad!	'a3tax1	4	Sp. tata
1493	copa11	son/daughter, child	tahnii5	5	NA
1494	copa11	cross-sex sibling	rahwix32	8	only translated as ‘brother of female’
1495	copa11	brother of man	tinuu5	9	NA
1496	copa11	sister of woman	shuhwix32	10	NA
1497	copa11	aunt	tuhwe3	11	NA
1498	copa11	uncle	tahnuh3	12	NA
1499	copa11	man	chii3	13	NA
1500	copa11	woman	sha3na1	14	NA
1501	copa11	priest	shrex3	16	NA
1502	copa11	blood	ton32	17	NA
1503	copa11	bone	kuu5	18	NA
1504	copa11	face	riaan32	20	NA
1505	copa11	tongue	yaa32	21	NA
1506	copa11	mouth	tuhwa3	23	NA
1507	copa11	ear	shree5	24	NA
1508	copa11	nose	takuun5	25	NA
1509	copa11	neck	shia4	26	NA
1510	copa11	hand	raha3	27	NA
1511	copa11	back	shraa5	29	NA
1512	copa11	stomach	rke3	30	NA
1513	copa11	foot	takoo5	32	NA
1514	copa11	feet	shehe4	32	NA
1515	copa11	sickness	shihii31	33	NA
1516	copa11	remedy	konoho4	34	NA
1517	copa11	clothing	sa3ganh1	39	NA
1518	copa11	clothing, garment	yatsex5	39	NA
1519	copa11	clothing, garment	yatsix5	39	NA
1520	copa11	sandal, sandals	kanx3	40	NA
1521	copa11	tunic	rohno4	42	NA
1522	copa11	town	shumanh3	43	NA
1523	copa11	house	weh3	44	NA
1524	copa11	trail	chrex32	45	NA
1525	copa11	animal	shkuu3	50	NA
1526	copa11	bird	shtax32	51	probably a compound with wax32 ‘move’, see fish
1527	copa11	fish	shkw-ax32	52	animal-move, with wax32 ‘move’
1528	copa11	snake	shkw-aa5	53	animal-root, with yaa5 ‘root’
1529	copa11	frog	ri3kix13	54	NA
1530	copa11	nighthawk	kuwix5	55	NA
1531	copa11	bumblebee	shongo4	59	NA
1532	copa11	mouse, rat	sh-tuu32	60	animal-stealing, with ituu32 ‘stealing’
1533	copa11	deer	shtax3	61	NA
1534	copa11	(o)possum	neko4	64	NA
1535	copa11	raccoon	kahux3	65	NA
1536	copa11	rabbit	tuku3ya32	66	NA
1537	copa11	dog	shu-wee3	68	animal-?
1538	copa11	rooster	tohloo3	70	NA
1539	copa11	hen, chicken	shuchee32	71	NA
1540	copa11	horse	kwa3yo4	73	Sp. caballo
1541	copa11	sheep	matsinx32	74	NA
1542	copa11	ant	shkw-aa3	75	animal-?
1543	copa11	tail	tuneh4	79	not sure about basic tone, also appears as tuneh3
1544	copa11	tree, wood, pole	chruun3	80	NA
1545	copa11	flower	yax32	83	NA
1546	copa11	root	yaa5	85	NA
1547	copa11	thorn	tanx32	86	NA
1548	copa11	corn	hnuu5	87	NA
1549	copa11	cornfield	naa31	88	NA
1550	copa11	ear of corn	tanh3	89	NA
1551	copa11	tortilla	chraa3	92	NA
1552	copa11	bean	rnee32	96	NA
1553	copa11	chili pepper	yahax3	98	NA
1554	copa11	salt	yaan32	99	NA
1555	copa11	honey	katsih3	103	NA
1556	copa11	egg, fruit	chrux3	105	NA
1557	copa11	tuber	yume32	107	NA
1558	copa11	banana	nato32	109	NA
1559	copa11	custard apple	rkoo32	112	NA
1560	copa11	meat, flesh	nee31	114	NA
1561	copa11	(clay) pot	shrux3	116	NA
1562	copa11	oven, box	chruun5	117	NA
1563	copa11	fire	yahan32	118	NA
1564	copa11	ash	yax3	119	NA
1565	copa11	charcoal	ruhwih3	120	NA
1566	copa11	smoke	katseh3	121	NA
1567	copa11	gourd	yachruh3	124	NA
1568	copa11	palm basket	yoo4	125	NA
1569	copa11	box, oven	chruun5	126	same as oven, see 117
1570	copa11	thread	yuhwex32	127	NA
1571	copa11	rope	neh3	129	NA
1572	copa11	net bag	nanx3	131	NA
1573	copa11	soap	yumih3	132	NA
1574	copa11	moon	yawii3	134	NA
1575	copa11	water	na32	137	NA
1576	copa11	rain (precipitation)	maan31	138	NA
1577	copa11	river	chraa5	139	NA
1578	copa11	mountain	kix32	141	NA
1579	copa11	plain	taa3	142	NA
1580	copa11	rock, cliff	yuwex32	143	NA
1581	copa11	cotton	kachix32	144	NA
1582	copa11	metal	agah3	145	NA
1583	copa11	paper	yanx3	146	NA
1584	copa11	wax	yanx5	148	NA
1585	copa11	mud	sigih3	149	NA
1586	copa11	red	maree13	152	NA
1587	copa11	green	maree31	153	NA
1588	copa11	yellow	mii5	154	NA
1589	copa11	black	maruu31	155	NA
1590	copa11	white	katsii1	156	NA
1591	copa11	one	yoho2	157	NA
1592	copa11	one	ho2	157	NA
1593	copa11	two	wix1	158	NA
1594	copa11	three	wahnux1	159	NA
1595	copa11	four	kahanx13	160	NA
1596	copa11	five	uhunh1	161	NA
1597	copa11	five	hunh1	161	NA
1598	copa11	six	watanh1	162	NA
1599	copa11	seven	ichix2	163	NA
1600	copa11	seven	chix2	163	NA
1601	copa11	eight	itunx2	164	NA
1602	copa11	eight	tunx2	164	NA
1603	copa11	nine	uun2	165	NA
1604	copa11	ten	ichih2	166	NA
1605	copa11	ten	chih2	166	NA
1606	copa11	fifteen	shnuh2	167	NA
1607	copa11	twenty	iko2	168	NA
1608	copa11	twenty	ko2	168	NA
1609	copa11	poor	nike13	169	NA
1610	copa11	rich person	ruhwee32	170	I think this a tone-derived form of the stative verb
1611	copa11	hot	yahaan13	172	NA
1612	copa11	big	shix1	173	not marked for number
1613	copa11	big	kahaan1	173	don’t know what the difference is to the other one
1614	copa11	small.SG	nii3	175	not marked for number
1615	copa11	good	zah1	179	NA
1616	copa11	sweet	tsih1	180	NA
1617	copa11	bitter	eh1	182	NA
1618	copa11	tasty, pleasing	shianh1	183	NA
1619	copa11	wide	kashrah1	184	NA
1620	copa11	new	naka1	185	NA
1621	copa11	lazy person	rmii31	186	could also be a tone-derived form from the stative verb
1622	copa11	ugly, bad	nix32	187	NA
1623	copa11	near	nichrunh1	189	NA
1624	copa11	far	ganh1	190	NA
1625	copa11	heavy	hee1	191	NA
1626	copa11	smooth	nuhwe13	193	NA
1627	copa11	yesterday	kii3	195	NA
1628	copa11	year	yoh3	196	NA
1629	copa11	now, today	yax13	197	NA
1630	copa11	night	nii31	198	NA
1631	copa11	day	gwii3	200	NA
1632	copa11	half, side, part	yanex1	202	NA
1633	copa11	money	sahanx32	203	NA
1634	copa11	work	zuun32	204	NA
1635	copa11	word	na3na1	205	NA
1636	copa11	blame	kakunh3	206	NA
1139	diux11	mother	ðɨ́hî	1	NA
1140	diux11	mother!, mom!	nána	2	NA
1141	diux11	father	taā	3	NA
1142	diux11	father!, dad!	táta	4	NA
1143	diux11	son/daughter, child	ðichí	5	NA
1144	diux11	son/daughter, child	ðahyá	6	NA
1145	diux11	brother of man	ñá’ní	10	NA
1146	diux11	sister of woman	kú’hú	11	NA
1147	diux11	aunt	ðíðî	12	NA
1148	diux11	uncle	ðítô	10	NA
1149	diux11	man	té-yɨ̄ɨ	11	NA
1150	diux11	woman	ña-ðíhî	12	NA
1151	diux11	owner, boss	shtóho	13	NA
1152	diux11	priest	ðutú	14	NA
1153	diux11	blood	ñí’ñí	15	tones are not basic form, only appears in one example
1154	diux11	hair	íðí	17	NA
1155	diux11	face	nūú	18	NA
1156	diux11	mouth	yūhu	21	NA
1157	diux11	ear	ðóho	22	NA
1158	diux11	nose	ðínhni	23	NA
1159	diux11	hand	ndāha	25	not sure about basic tones
1160	diux11	fingernail	tnɨ́ñɨ	26	only as part of tɨ-tnɨ́ñɨ ‘mouse’
1161	diux11	back	yátâ	27	NA
1162	diux11	stomach	shiti	28	NA
1163	diux11	foot	shéhê	30	NA
1164	diux11	illness, sickness	kwehe	31	not sure about tones
1165	diux11	medicine	tátná	32	not sure about tones
1166	diux11	cloth, clothes, clothing	ðanhma	37	NA
1167	diux11	sandal, sandals	ndíshâ	38	NA
1168	diux11	pants	shá’tú	39	not basic tones
1169	diux11	blouse	ðún’hnú	40	not basic tones
1170	diux11	town	ñûû	41	NA
1171	diux11	house	vēhe	42	NA
1172	diux11	road	īchi	43	NA
1173	diux11	mat, sleeping mat, straw mat	yúú	45	not basic tones
1174	diux11	chair	siyá	47	Sp. silla
1175	diux11	animal	kɨ̄tɨ	48	NA
1176	diux11	bird	chiliðáá	49	not basic tones; looks like a compound
1177	diux11	fish	chāka	50	not basic tones probably
1178	diux11	snake	kó’ó	51	not basic tones probably
1179	diux11	bee	tndáka	57	don’t know what the difference is to the other one
1180	diux11	bee	ñú’ñú	57	don’t know what the difference is to the other one
1181	diux11	mouse	tɨ-tnɨ́ñɨ	58	animal-fingernail
1182	diux11	deer	í’ðú	59	NA
1183	diux11	rabbit	konexó	64	Sp. conejo
1184	diux11	turkey vulture	chó’kó	65	not basic tones
1185	diux11	dog	í’ná	66	NA
1186	diux11	dog	ti-hînâ	66	animal-dog; not sure what the difference is to the other one
1187	diux11	cat	vílu	67	NA
1188	diux11	rooster	lihí	68	NA
1189	diux11	chicken	chūún	69	NA
1190	diux11	sheep	t-káchi	72	animal-cotton
1191	diux11	tail	ðú’hán	77	not basic tones
1192	diux11	tree	yūtnu	78	basic tones
1193	diux11	flower	ita	81	NA
1194	diux11	maguey, century plant	yáú	82	NA
1195	diux11	root	yoho	83	NA
1196	diux11	thorn	íñú	84	not basic tones
1197	diux11	corn	núnî	85	NA
1198	diux11	cornfield	ítû	86	NA
1199	diux11	ear of corn	ñɨ́ñɨ́	87	NA
1200	diux11	corn dough, tortilla dough	yūsha	89	NA
1201	diux11	tortilla	ðítâ	90	NA
1202	diux11	legume	nduchi	94	NA
1203	diux11	green bean	ndí’chí	95	not basic tones
1204	diux11	chili pepper	yáhá	96	NA
1205	diux11	salt	ñɨ́’ɨ́	97	not basic tones
1206	diux11	lard, grease	ðé’hén	102	not basic tones
1207	diux11	egg	ndɨu	103	NA
1208	diux11	tomato	t-nána	104	spherical-?
1209	diux11	avocado	tɨ́chɨ	106	only in tnu-tɨ́chɨ ‘avocado tree’
1210	diux11	banana	kwí’hí	107	not basic tones
1211	diux11	prickly pear cactus	víhndê	108	NA
1212	diux11	meat	kú’ñú	112	not basic tones
1213	diux11	pot	kɨ́ðɨ̂	114	NA
1214	diux11	fire	ñúhû	116	NA
1215	diux11	garbage, trash	mí’hí	120	NA
1216	diux11	plate	kóhô	121	not basic tones
1217	diux11	basket	yɨ̄ka	123	NA
1218	diux11	box, trunk	shá’tnú	124	not basic tones
1219	diux11	rope	yóhó	127	NA
1220	diux11	hole	yɨ́hɨ	128	only in compound yu-yau-yɨ́hɨ mouth-hole-tiger ‘edge of the tiger’s hole’
1221	diux11	net, net bag	ñúnú	129	NA
1222	diux11	soap	ná’má	130	NA
1223	diux11	moon	yôô	132	NA
1224	diux11	cloud	víkô	133	NA
1225	diux11	water	ndūte	135	NA
1226	diux11	rain (precipitation)	ðá’ú	136	NA
1227	diux11	river	yūte	137	NA
1228	diux11	mountain	yūku	139	NA
1229	diux11	stone, rock	yûû	141	NA
1230	diux11	cotton	káchi	142	only as part of t-káchi ‘sheep’
1231	diux11	metal	kaa	143	NA
1232	diux11	paper	tūtû	144	NA
1233	diux11	wax	ñú’á	146	NA
1234	diux11	mud	ndehyû	147	NA
1236	diux11	red	kwéhe	150	not basic tones
1237	diux11	green	kwīī	151	not basic tones
1238	diux11	yellow	kwāan	152	not basic tones
1239	diux11	black	tnúū	153	NA
1240	diux11	white	kwishí	154	NA
1241	diux11	one	ɨ̄ɨ̄n	155	basic tones
1242	diux11	two	úû	156	basic tones
1243	diux11	three	únî	157	basic tones
1244	diux11	four	kóôn	158	basic tones
1245	diux11	five	óhôn	159	basic tones
1246	diux11	six	íñû	160	basic tones
1247	diux11	seven	úshâ	161	basic tones
1248	diux11	eight	únâ	162	basic tones
1249	diux11	nine	ɨ́ɨ̂n	163	basic tones
1250	diux11	ten	úshî	164	basic tones
1251	diux11	fifteen	shánhûn	165	basic tones
1252	diux11	twenty	ókô	166	basic tones
1253	diux11	poor	ndahú	167	NA
1254	diux11	cold	víshî	169	NA
1255	diux11	hot	ínhní	170	not basic tones
1256	diux11	big.SG	kánhnu	171	basic tones
1257	diux11	big.PL	nánhnu	172	basic tones
1258	diux11	small.SG	luchī	173	basic tones
1259	diux11	small.PL	kwechī	174	basic tones
1260	diux11	long.SG	kaní	175	basic tones
1261	diux11	long.PL	naní	176	basic tones
1262	diux11	good	váhâ	177	NA
1263	diux11	sweet	víðî	178	NA
1264	diux11	tasty, delicious	aðɨ̄	181	not basic tones
1265	diux11	wide	nunu	182	basic tones
1266	diux11	lazy	kúðí	184	not basic tones
1267	diux11	ugly	kwihá	185	NA
1268	diux11	jealous	kwiñā	186	NA
1269	diux11	near	yátní	187	NA
1270	diux11	far	shíká	188	NA
1271	diux11	heavy	vēé	189	not basic tones
1272	diux11	slow	kweē	192	NA
1273	diux11	yesterday	íkú	193	NA
1274	diux11	year	kwi’á	194	NA
1275	diux11	now, today	vítna	195	NA
1276	diux11	night, blind	kwaá	196	the gloss is ‘blind’, but in the free translation ‘night’ in all examples
1277	diux11	night time, at night	niu	197	NA
1278	diux11	day	kɨ̄ú	198	NA
1279	diux11	day time	ndúú	199	NA
1280	diux11	half, middle	ðáva	200	NA
1281	diux11	money	tviní	201	from Old Sp. tomín
1282	diux11	work	tniū	202	NA
1283	diux11	word	tnúhû	203	NA
1284	diux11	fault, sin	kwéchí	204	not basic tones
1285	diux11	when	ná	206	not sure if this used as a question too
1286	diux11	song, music	yáa	207	only as part of tnu-yáa wood-music ‘oak’
375	jami11	mother	sɨhɨ	1	NA
376	jami11	father	sutu	3	NA
377	jami11	son/daughter, child	sēhe	5	NA
378	jami11	brother of man	yan̄i	9	NA
379	jami11	sister of woman	kuhu	10	NA
380	jami11	aunt	chishi	11	NA
381	jami11	uncle	shító	12	NA
382	jami11	man	ra-yɨɨ	11	NA
383	jami11	woman	ñāhā	12	NA
384	jami11	owner, boss	chi-toho	13	NA
385	jami11	priest	sutu	14	NA
386	jami11	blood	nɨñɨ	15	NA
387	jami11	hair	īshī	17	NA
388	jami11	face	nuu	18	NA
389	jami11	mouth	yūhū	21	NA
390	jami11	nose	shityin	23	NA
391	jami11	hand	ndāhā	25	NA
392	jami11	back	chata	27	NA
393	jami11	stomach	chīchi	28	NA
394	jami11	foot	chaha	30	NA
395	jami11	disease, illness, sickness	kwehe	31	NA
396	jami11	medicine	tatan	32	NA
397	jami11	cloth	sāhmā	37	NA
398	jami11	town	ñuu	41	NA
399	jami11	house	vēhē	42	NA
400	jami11	road, trail	ītyī	43	NA
401	jami11	chair	tyayu	47	NA
402	jami11	animal	kɨ̄tɨ̄	48	NA
403	jami11	fish	tī-yaka	50	NA
404	jami11	hawk	tású	53	NA
405	jami11	scorpion	tī-suhma	54	NA
406	jami11	deer	isu	59	NA
407	jami11	opossum	tɨ̄-maha	62	NA
408	jami11	rabbit	kūñēshú	64	Sp. conejo
409	jami11	dog	ina	66	NA
410	jami11	cat	chúmī	67	NA
411	jami11	rooster	lóhó	68	NA
412	jami11	ant	tɨ̄-yoko	73	NA
413	jami11	horn (anatomy)	ndīkī	74	NA
414	jami11	feather	tūmi	75	NA
415	jami11	tail	suhma	77	NA
416	jami11	tree	yūtūn	78	NA
417	jami11	maguey, century plant	yāvī	82	NA
418	jami11	grain of corn	nuñi	85	NA
419	jami11	cornfield	itu	86	NA
420	jami11	cornmeal, corn dough	yūchān	89	NA
421	jami11	tortilla	shita	90	NA
422	jami11	row	yukun	92	NA
423	jami11	bean	ndutyi	94	NA
424	jami11	chili pepper	yāhā	96	NA
425	jami11	salt	ñɨ̄ɨ̄	97	NA
426	jami11	tomato	tɨ̄-nana	104	NA
427	jami11	sweet potato	ñahmi	105	NA
428	jami11	avocado	tītyī	106	NA
429	jami11	banana	ndyītyā	107	only listed as part of tūndyītyā ‘banana plant’
430	jami11	custard apple	ndōkō	110	only listed as part of tūndōkō ‘custard apple tree’
431	jami11	fire	ñuhu	116	NA
432	jami11	charcoal	toon	118	NA
433	jami11	smoke	ñuhma	119	NA
434	jami11	basket	tīkā	123	NA
435	jami11	thread	yuhya	125	NA
436	jami11	rope	yōhō	127	NA
437	jami11	soap	nama	130	NA
438	jami11	moon	yoo	132	NA
439	jami11	water	ndūtyā	135	NA
440	jami11	rain (precipitation)	savi	136	NA
441	jami11	river	yūtya	137	NA
442	jami11	mountain, hill	yūkū	139	NA
443	jami11	plain, lowland	nduhva	140	NA
444	jami11	rock	yuu	141	NA
445	jami11	metal	kāa	143	NA
446	jami11	paper	tutu	144	NA
447	jami11	wax	ñuma	146	NA
448	jami11	mud	ndyahyu	147	NA
449	jami11	black	tōōn	153	NA
450	jami11	white	kwīchín	154	NA
451	jami11	one	ɨ̄ɨ̄n	155	also nóō from Spanish uno
452	jami11	two	uvi	156	NA
453	jami11	three	uñi	157	NA
454	jami11	four	kumi	158	NA
455	jami11	five	ohon	159	NA
456	jami11	six	iñu	160	NA
457	jami11	seven	ucha	161	NA
458	jami11	eight	un̄a	162	NA
459	jami11	nine	ɨɨn	163	NA
460	jami11	ten	uchi	164	NA
461	jami11	fifteen	chahun	165	NA
462	jami11	twenty	oko	166	NA
463	jami11	poor	ndāhví	167	NA
464	jami11	rich	tyāyɨ̄ɨ̄	168	NA
465	jami11	hot	īhñí	170	NA
466	jami11	big.SG	kāhnú	171	NA
467	jami11	big.PL	nāhnú	172	NA
468	jami11	small.SG	lúhlū	173	NA
469	jami11	small.PL	ndyihi	174	NA
470	jami11	small.PL	kwātyi	174	NA
471	jami11	small.PL	kwatyaa	174	NA
472	jami11	long.SG	kāñí	175	NA
473	jami11	long.PL	nāñí	176	NA
474	jami11	good	vāha	177	NA
475	jami11	sweet	vishi	178	NA
476	jami11	delicious	asɨn	181	NA
477	jami11	lazy	sūchān	184	NA
478	jami11	ugly	kīñī	185	NA
479	jami11	slow	kwēē	192	NA
480	jami11	yesterday	íkú	193	NA
481	jami11	year	kwiya	194	NA
482	jami11	now, today	vītyīn	195	NA
483	jami11	night	n̄ūú	196	NA
484	jami11	night time	ñīyākā	197	NA
485	jami11	day	kɨvɨ	198	NA
486	jami11	day	kɨ	198	NA
487	jami11	all day	ndī-yāká	199	compound from ndɨ̄hɨ̄ ‘all’
488	jami11	half, middle	sāvā	200	NA
489	jami11	money	shuhun	201	NA
490	jami11	work	tyīñō	202	NA
491	jami11	word	tūhun	203	NA
492	jami11	fault, sin	kwātyi	204	NA
493	jami11	when	ámá	206	NA
494	jami11	song	yaa	207	NA
495	ocot11	mother	nāná	1	NA
496	ocot11	mother!, mom!	nāná	2	NA
497	ocot11	father	tātá	3	NA
498	ocot11	son/daughter, child	sehē	5	NA
499	ocot11	daughter	sehē síhi	7	child female
500	ocot11	cross-sex sibling	kwahā	8	NA
501	ocot11	brother of man	ñāni	9	NA
502	ocot11	sister of woman	kuhu	10	NA
503	ocot11	aunt	shīshi	11	NA
504	ocot11	uncle	shīto	12	NA
505	ocot11	man	tēe	13	NA
506	ocot11	woman	ñāhān	14	NA
507	ocot11	owner	xe-tōho	15	NA
508	ocot11	priest	sutu	16	NA
509	ocot11	hair	īshī	19	NA
510	ocot11	face	nuu	20	NA
511	ocot11	mouth	yūhú	23	NA
512	ocot11	ear	shitin	24	NA
513	ocot11	neck	sukun	26	NA
514	ocot11	hand	ndāha	27	NA
515	ocot11	back	yata	29	NA
516	ocot11	stomach	chixīn	30	NA
517	ocot11	foot	xehe	32	NA
518	ocot11	sickness	kwehe	33	NA
519	ocot11	medicine	tatan	34	NA
520	ocot11	cloth	sāhmā	39	NA
521	ocot11	sandal, sandals	nixan	40	NA
522	ocot11	village, town	ñūu	43	NA
523	ocot11	house	vēhē	44	NA
524	ocot11	path	īchī	45	NA
525	ocot11	animal	kītī	50	NA
526	ocot11	bird	sāa	51	NA
527	ocot11	fish	t-yaká	52	NA
528	ocot11	scorpion	ti-sūhma	56	NA
529	ocot11	mouse	tí:n̄í	60	NA
530	ocot11	rabbit	lēxō	66	NA
531	ocot11	dog	tīna	68	NA
532	ocot11	cat	chílū	69	NA
533	ocot11	hen	n̄īhín	71	NA
534	ocot11	horse	kwáyu	73	NA
535	ocot11	sheep	ti-kachí	74	NA
536	ocot11	tail	suhma	79	NA
537	ocot11	tree	n̄ūtūn	80	NA
538	ocot11	grass	īte	82	NA
539	ocot11	flower	īta	83	NA
540	ocot11	grain of corn	nuni	87	NA
541	ocot11	cornfield	ītu	88	NA
